2025-12-07 10:47:23;21.47;0;NORMAL
2025-12-07 10:47:28;18.22;0;NORMAL
2025-12-07 10:47:33;22.52;0;NORMAL
2025-12-07 10:47:38;12.78;2;ALERTE_NIV_2
2025-12-07 10:47:43;26.95;0;NORMAL
2025-12-07 10:47:48;31.35;0;NORMAL
2025-12-07 10:47:53;37.14;3;ALERTE_NIV_3
2025-12-07 10:47:58;38.53;3;ALERTE_NIV_3
2025-12-07 10:48:03;35.98;2;ALERTE_NIV_2
2025-12-07 10:48:08;29.94;0;NORMAL
2025-12-07 10:48:13;40.55;3;ALERTE_NIV_3
2025-12-07 10:48:18;12.03;2;ALERTE_NIV_2
2025-12-07 10:48:23;40.37;3;ALERTE_NIV_3
2025-12-07 10:48:28;13.90;2;ALERTE_NIV_2
2025-12-07 10:48:33;32.04;1;ALERTE_NIV_1
2025-12-07 10:48:38;13.54;2;ALERTE_NIV_2
2025-12-07 10:48:44;29.95;0;NORMAL
2025-12-07 10:48:49;26.75;0;NORMAL
2025-12-07 10:48:54;36.71;2;ALERTE_NIV_2
2025-12-07 10:48:59;25.44;0;NORMAL
2025-12-07 10:49:04;19.41;0;NORMAL
2025-12-07 10:49:09;34.08;2;ALERTE_NIV_2
2025-12-07 10:49:14;24.19;0;NORMAL
2025-12-07 10:49:19;15.00;2;ALERTE_NIV_2
2025-12-07 10:49:24;13.67;2;ALERTE_NIV_2
2025-12-07 10:49:29;15.87;1;ALERTE_NIV_1
2025-12-07 10:49:34;25.10;0;NORMAL
2025-12-07 10:49:39;23.51;0;NORMAL
2025-12-07 10:49:44;14.23;2;ALERTE_NIV_2
2025-12-07 10:49:49;26.42;0;NORMAL
2025-12-07 10:49:54;15.19;1;ALERTE_NIV_1
2025-12-07 10:49:59;22.80;0;NORMAL
2025-12-07 10:50:04;33.46;1;ALERTE_NIV_1
2025-12-07 10:50:09;20.14;0;NORMAL
2025-12-07 10:50:15;21.65;0;NORMAL
2025-12-07 10:50:20;34.95;2;ALERTE_NIV_2
2025-12-07 10:50:25;39.13;3;ALERTE_NIV_3
2025-12-07 10:50:30;36.73;2;ALERTE_NIV_2
2025-12-07 10:50:35;21.40;0;NORMAL
2025-12-07 10:50:40;36.22;2;ALERTE_NIV_2
2025-12-07 10:50:45;36.33;2;ALERTE_NIV_2
2025-12-07 10:50:50;34.11;2;ALERTE_NIV_2
2025-12-07 10:50:55;25.98;0;NORMAL
2025-12-07 10:51:00;21.16;0;NORMAL
2025-12-07 10:51:05;29.05;0;NORMAL
2025-12-07 10:51:10;22.60;0;NORMAL
2025-12-07 10:51:15;12.73;2;ALERTE_NIV_2
2025-12-07 10:51:20;17.74;0;NORMAL
2025-12-07 10:51:25;38.40;3;ALERTE_NIV_3
2025-12-07 10:51:30;28.81;0;NORMAL
2025-12-07 10:51:35;36.99;2;ALERTE_NIV_2
2025-12-07 10:51:40;39.50;3;ALERTE_NIV_3
2025-12-07 10:51:45;39.92;3;ALERTE_NIV_3
2025-12-07 10:51:51;32.53;1;ALERTE_NIV_1
2025-12-07 10:51:56;35.02;2;ALERTE_NIV_2
2025-12-07 10:52:01;35.68;2;ALERTE_NIV_2
2025-12-07 10:52:06;26.99;0;NORMAL
2025-12-07 10:52:11;35.32;2;ALERTE_NIV_2
2025-12-07 10:52:16;12.18;2;ALERTE_NIV_2
2025-12-07 10:52:21;35.22;2;ALERTE_NIV_2
2025-12-07 10:52:26;32.58;1;ALERTE_NIV_1
2025-12-07 10:52:31;13.88;2;ALERTE_NIV_2
2025-12-07 10:52:36;36.31;2;ALERTE_NIV_2
2025-12-07 10:52:41;35.57;2;ALERTE_NIV_2
2025-12-07 10:52:46;16.56;1;ALERTE_NIV_1
2025-12-07 10:52:51;37.07;3;ALERTE_NIV_3
2025-12-07 10:52:56;40.74;3;ALERTE_NIV_3
2025-12-07 10:53:01;12.28;2;ALERTE_NIV_2
2025-12-07 10:53:06;20.66;0;NORMAL
2025-12-07 10:53:11;29.55;0;NORMAL
2025-12-07 10:53:16;26.80;0;NORMAL
2025-12-07 10:53:21;20.26;0;NORMAL
2025-12-07 10:53:27;18.38;0;NORMAL
2025-12-07 10:53:32;30.90;0;NORMAL
2025-12-07 10:53:37;40.40;3;ALERTE_NIV_3
2025-12-07 10:53:42;12.77;2;ALERTE_NIV_2
2025-12-07 10:53:47;12.01;2;ALERTE_NIV_2
2025-12-07 10:53:52;13.38;2;ALERTE_NIV_2
2025-12-07 10:53:57;32.50;1;ALERTE_NIV_1
2025-12-07 10:54:02;38.80;3;ALERTE_NIV_3
2025-12-07 10:54:07;13.87;2;ALERTE_NIV_2
2025-12-07 10:54:12;16.87;1;ALERTE_NIV_1
2025-12-07 10:54:17;27.99;0;NORMAL
2025-12-07 10:54:22;25.20;0;NORMAL
2025-12-07 10:54:27;14.04;2;ALERTE_NIV_2
2025-12-07 10:54:32;24.40;0;NORMAL
2025-12-07 10:54:37;22.78;0;NORMAL
2025-12-07 10:54:42;14.04;2;ALERTE_NIV_2
2025-12-07 10:54:47;21.78;0;NORMAL
2025-12-07 10:54:52;36.78;2;ALERTE_NIV_2
2025-12-07 10:54:58;33.80;1;ALERTE_NIV_1
2025-12-07 10:55:03;31.49;0;NORMAL
2025-12-07 10:55:08;12.71;2;ALERTE_NIV_2
2025-12-07 10:55:13;39.67;3;ALERTE_NIV_3
2025-12-07 10:55:18;21.51;0;NORMAL
2025-12-07 10:55:23;38.99;3;ALERTE_NIV_3
2025-12-07 10:55:28;19.10;0;NORMAL
2025-12-07 10:55:33;21.54;0;NORMAL
2025-12-07 10:55:38;19.67;0;NORMAL
2025-12-07 10:55:43;12.67;2;ALERTE_NIV_2
2025-12-07 10:55:48;15.31;1;ALERTE_NIV_1
2025-12-07 10:55:53;36.05;2;ALERTE_NIV_2
2025-12-07 10:55:58;12.05;2;ALERTE_NIV_2
2025-12-07 10:56:03;31.98;0;NORMAL
2025-12-07 10:56:08;15.68;1;ALERTE_NIV_1
2025-12-07 10:56:13;17.16;0;NORMAL
2025-12-07 10:56:18;40.78;3;ALERTE_NIV_3
2025-12-07 10:56:23;33.43;1;ALERTE_NIV_1
